Ward No,Ward Name,District Name,LSG Qid,Name in English,Name in Malyalam,LSG localbody code,Position,Party,Reservation
6,Bharanickavu East,Alappuzha ,Q20582157,Bharanickavu Grama Panchayat,ഭരണിക്കാവ് ഗ്രാമ പഞ്ചായത്ത്,G041103,Member,INC,General
7,Bharanickavu South,Alappuzha ,Q20582157,Bharanickavu Grama Panchayat,ഭരണിക്കാവ് ഗ്രാമ പഞ്ചായത്ത്,G041103,Member,CPI(M),Woman
8,Vetticode,Alappuzha ,Q20582157,Bharanickavu Grama Panchayat,ഭരണിക്കാവ് ഗ്രാമ പഞ്ചായത്ത്,G041103,Member,INC,SC Woman
9,Kattanam East,Alappuzha ,Q20582157,Bharanickavu Grama Panchayat,ഭരണിക്കാവ് ഗ്രാമ പഞ്ചായത്ത്,G041103,Vice President,CPI(M),Woman
10,Kattanam,Alappuzha ,Q20582157,Bharanickavu Grama Panchayat,ഭരണിക്കാവ് ഗ്രാമ പഞ്ചായത്ത്,G041103,Member,CPI(M),General
11,Kattanam South,Alappuzha ,Q20582157,Bharanickavu Grama Panchayat,ഭരണിക്കാവ് ഗ്രാമ പഞ്ചായത്ത്,G041103,Member,CPI(M),General
12,Elippakkulam North,Alappuzha ,Q20582157,Bharanickavu Grama Panchayat,ഭരണിക്കാവ് ഗ്രാമ പഞ്ചായത്ത്,G041103,Member,INC,Woman
13,Elippakkulam South,Alappuzha ,Q20582157,Bharanickavu Grama Panchayat,ഭരണിക്കാവ് ഗ്രാമ പഞ്ചായത്ത്,G041103,Member,CPI(M),SC Woman
14,Elippakkulam West,Alappuzha ,Q20582157,Bharanickavu Grama Panchayat,ഭരണിക്കാവ് ഗ്രാമ പഞ്ചായത്ത്,G041103,Member,INC,General
15,Kattachira South,Alappuzha ,Q20582157,Bharanickavu Grama Panchayat,ഭരണിക്കാവ് ഗ്രാമ പഞ്ചായത്ത്,G041103,Member,CPI(M),Woman
16,Mankuzhy South,Alappuzha ,Q20582157,Bharanickavu Grama Panchayat,ഭരണിക്കാവ് ഗ്രാമ പഞ്ചായത്ത്,G041103,Member,CPI(M),Woman
17,Mankuzhy Central,Alappuzha ,Q20582157,Bharanickavu Grama Panchayat,ഭരണിക്കാവ് ഗ്രാമ പഞ്ചായത്ത്,G041103,Member,BJP,SC
18,Mankuzhy North,Alappuzha ,Q20582157,Bharanickavu Grama Panchayat,ഭരണിക്കാവ് ഗ്രാമ പഞ്ചായത്ത്,G041103,Member,CPI(M),Woman
19,Kattachira,Alappuzha ,Q20582157,Bharanickavu Grama Panchayat,ഭരണിക്കാവ് ഗ്രാമ പഞ്ചായത്ത്,G041103,Member,CPI(M),General
20,Koyickal,Alappuzha ,Q20582157,Bharanickavu Grama Panchayat,ഭരണിക്കാവ് ഗ്രാമ പഞ്ചായത്ത്,G041103,Member,INC,Woman
21,Manjadithara,Alappuzha ,Q20582157,Bharanickavu Grama Panchayat,ഭരണിക്കാവ് ഗ്രാമ പഞ്ചായത്ത്,G041103,Member,INC,Woman
1,Kannanakuzhy West,Alappuzha ,Q13112446,Mavelikara Thamarakulam Grama Panchayat,മാവേലിക്കര താമരക്കുളം ഗ്രാമ പഞ്ചായത്ത്,G041104,Member,CPI(M),Woman
2,Kannanakuzhy,Alappuzha ,Q13112446,Mavelikara Thamarakulam Grama Panchayat,മാവേലിക്കര താമരക്കുളം ഗ്രാമ പഞ്ചായത്ത്,G041104,Member,CPI(M),SC Woman
3,Kannanakuzhy East,Alappuzha ,Q13112446,Mavelikara Thamarakulam Grama Panchayat,മാവേലിക്കര താമരക്കുളം ഗ്രാമ പഞ്ചായത്ത്,G041104,Member,CPI(M),Woman
4,Charummoodu,Alappuzha ,Q13112446,Mavelikara Thamarakulam Grama Panchayat,മാവേലിക്കര താമരക്കുളം ഗ്രാമ പഞ്ചായത്ത്,G041104,Member,CPI(M),General
5,Peroorkaranma,Alappuzha ,Q13112446,Mavelikara Thamarakulam Grama Panchayat,മാവേലിക്കര താമരക്കുളം ഗ്രാമ പഞ്ചായത്ത്,G041104,Member,CPI(M),General
6,Kottakattuserry North,Alappuzha ,Q13112446,Mavelikara Thamarakulam Grama Panchayat,മാവേലിക്കര താമരക്കുളം ഗ്രാമ പഞ്ചായത്ത്,G041104,Member,CPI,Woman
7,Kottakattuserry,Alappuzha ,Q13112446,Mavelikara Thamarakulam Grama Panchayat,മാവേലിക്കര താമരക്കുളം ഗ്രാമ പഞ്ചായത്ത്,G041104,Member,BJP,SC Woman
8,Gurunadhankulangara,Alappuzha ,Q13112446,Mavelikara Thamarakulam Grama Panchayat,മാവേലിക്കര താമരക്കുളം ഗ്രാമ പഞ്ചായത്ത്,G041104,Member,BJP,General
9,Puthanchantha,Alappuzha ,Q13112446,Mavelikara Thamarakulam Grama Panchayat,മാവേലിക്കര താമരക്കുളം ഗ്രാമ പഞ്ചായത്ത്,G041104,Member,BJP,Woman
10,Kizhakkemuri,Alappuzha ,Q13112446,Mavelikara Thamarakulam Grama Panchayat,മാവേലിക്കര താമരക്കുളം ഗ്രാമ പഞ്ചായത്ത്,G041104,Member,CPI(M),SC
11,Thekkemuri,Alappuzha ,Q13112446,Mavelikara Thamarakulam Grama Panchayat,മാവേലിക്കര താമരക്കുളം ഗ്രാമ പഞ്ചായത്ത്,G041104,Member,PDP,General
12,Irappanpara,Alappuzha ,Q13112446,Mavelikara Thamarakulam Grama Panchayat,മാവേലിക്കര താമരക്കുളം ഗ്രാമ പഞ്ചായത്ത്,G041104,Member,CPI,General
13,Thamarakulam Town,Alappuzha ,Q13112446,Mavelikara Thamarakulam Grama Panchayat,മാവേലിക്കര താമരക്കുളം ഗ്രാമ പഞ്ചായത്ത്,G041104,Vice President,CPI(M),General
14,Chathiyara South,Alappuzha ,Q13112446,Mavelikara Thamarakulam Grama Panchayat,മാവേലിക്കര താമരക്കുളം ഗ്രാമ പഞ്ചായത്ത്,G041104,Member,CPI(M),General
15,Chathiyara North,Alappuzha ,Q13112446,Mavelikara Thamarakulam Grama Panchayat,മാവേലിക്കര താമരക്കുളം ഗ്രാമ പഞ്ചായത്ത്,G041104,President,CPI(M),Woman
16,Vedaraplavu,Alappuzha ,Q13112446,Mavelikara Thamarakulam Grama Panchayat,മാവേലിക്കര താമരക്കുളം ഗ്രാമ പഞ്ചായത്ത്,G041104,Member,BJP,Woman
17,Chettarikkal,Alappuzha ,Q13112446,Mavelikara Thamarakulam Grama Panchayat,മാവേലിക്കര താമരക്കുളം ഗ്രാമ പഞ്ചായത്ത്,G041104,Member,BJP,Woman
1,Chunakara North,Alappuzha ,Q16133749,Chunakara Grama Panchayat,ചുനക്കര ഗ്രാമ പഞ്ചായത്ത്,G041105,Member,BJP,Woman
2,Ambalaward,Alappuzha ,Q16133749,Chunakara Grama Panchayat,ചുനക്കര ഗ്രാമ പഞ്ചായത്ത്,G041105,Member,CPI,Woman
3,Chunakara East,Alappuzha ,Q16133749,Chunakara Grama Panchayat,ചുനക്കര ഗ്രാമ പഞ്ചായത്ത്,G041105,Vice President,CPI(M),General
4,Chunakara Naduvil East,Alappuzha ,Q16133749,Chunakara Grama Panchayat,ചുനക്കര ഗ്രാമ പഞ്ചായത്ത്,G041105,Member,CPI,Woman
5,Kottaward,Alappuzha ,Q16133749,Chunakara Grama Panchayat,ചുനക്കര ഗ്രാമ പഞ്ചായത്ത്,G041105,Member,CPI(M),Woman
6,Hospital Ward,Alappuzha ,Q16133749,Chunakara Grama Panchayat,ചുനക്കര ഗ്രാമ പഞ്ചായത്ത്,G041105,Member,INDEPENDENT,General
7,Charummoodu,Alappuzha ,Q16133749,Chunakara Grama Panchayat,ചുനക്കര ഗ്രാമ പഞ്ചായത്ത്,G041105,Member,INC,General
8,Paloothara,Alappuzha ,Q16133749,Chunakara Grama Panchayat,ചുനക്കര ഗ്രാമ പഞ്ചായത്ത്,G041105,Member,BJP,Woman
9,Karimulackal South,Alappuzha ,Q16133749,Chunakara Grama Panchayat,ചുനക്കര ഗ്രാമ പഞ്ചായത്ത്,G041105,Member,BJP,Woman
10,Karimulackal North,Alappuzha ,Q16133749,Chunakara Grama Panchayat,ചുനക്കര ഗ്രാമ പഞ്ചായത്ത്,G041105,Member,BJP,Woman
11,Komalloor West,Alappuzha ,Q16133749,Chunakara Grama Panchayat,ചുനക്കര ഗ്രാമ പഞ്ചായത്ത്,G041105,Member,CPI(M),SC
12,Komalloor East,Alappuzha ,Q16133749,Chunakara Grama Panchayat,ചുനക്കര ഗ്രാമ പഞ്ചായത്ത്,G041105,Member,CPI(M),General
13,Theruvilmukku,Alappuzha ,Q16133749,Chunakara Grama Panchayat,ചുനക്കര ഗ്രാമ പഞ്ചായത്ത്,G041105,Member,INC,General
14,Chunakara Naduvil West,Alappuzha ,Q16133749,Chunakara Grama Panchayat,ചുനക്കര ഗ്രാമ പഞ്ചായത്ത്,G041105,Member,INC,General
15,Kottamukku,Alappuzha ,Q16133749,Chunakara Grama Panchayat,ചുനക്കര ഗ്രാമ പഞ്ചായത്ത്,G041105,President,CPI(M),SC Woman
1,Muthukattukara,Alappuzha ,Q20581232,Palamel Grama Panchayat,പാലമേല്‍ ഗ്രാമ പഞ്ചായത്ത്,G041106,Member,INC,Woman
2,P.H.C,Alappuzha ,Q20581232,Palamel Grama Panchayat,പാലമേല്‍ ഗ്രാമ പഞ്ചായത്ത്,G041106,Member,CPI(M),SC Woman
3,Kavumpad,Alappuzha ,Q20581232,Palamel Grama Panchayat,പാലമേല്‍ ഗ്രാമ പഞ്ചായത്ത്,G041106,Member,CPI(M),Woman
4,Mattappally,Alappuzha ,Q20581232,Palamel Grama Panchayat,പാലമേല്‍ ഗ്രാമ പഞ്ചായത്ത്,G041106,Member,CPI,Woman
5,Ulavukkad,Alappuzha ,Q20581232,Palamel Grama Panchayat,പാലമേല്‍ ഗ്രാമ പഞ്ചായത്ത്,G041106,Member,CPI(M),Woman
6,Kudassanad,Alappuzha ,Q20581232,Palamel Grama Panchayat,പാലമേല്‍ ഗ്രാമ പഞ്ചായത്ത്,G041106,Member,INC,Woman
7,Pulikkunnu,Alappuzha ,Q20581232,Palamel Grama Panchayat,പാലമേല്‍ ഗ്രാമ പഞ്ചായത്ത്,G041106,Member,CPI(M),Woman
8,Kanjukode,Alappuzha ,Q20581232,Palamel Grama Panchayat,പാലമേല്‍ ഗ്രാമ പഞ്ചായത്ത്,G041106,President,CPI(M),General
9,Adhikkattukulangara North,Alappuzha ,Q20581232,Palamel Grama Panchayat,പാലമേല്‍ ഗ്രാമ പഞ്ചായത്ത്,G041106,Member,CPI(M),SC
10,Adhikkattukulangara Town,Alappuzha ,Q20581232,Palamel Grama Panchayat,പാലമേല്‍ ഗ്രാമ പഞ്ചായത്ത്,G041106,Member,CPI(M),Woman
11,Adhikkattukulangara South,Alappuzha ,Q20581232,Palamel Grama Panchayat,പാലമേല്‍ ഗ്രാമ പഞ്ചായത്ത്,G041106,Member,CPI,General
12,Mammoode,Alappuzha ,Q20581232,Palamel Grama Panchayat,പാലമേല്‍ ഗ്രാമ പഞ്ചായത്ത്,G041106,Member,CPI(M),General
13,Payyanalloor,Alappuzha ,Q20581232,Palamel Grama Panchayat,പാലമേല്‍ ഗ്രാമ പഞ്ചായത്ത്,G041106,Member,CPI(M),General
14,Pallickal,Alappuzha ,Q20581232,Palamel Grama Panchayat,പാലമേല്‍ ഗ്രാമ പഞ്ചായത്ത്,G041106,Vice President,CPI(M),General
15,Mukaluvila,Alappuzha ,Q20581232,Palamel Grama Panchayat,പാലമേല്‍ ഗ്രാമ പഞ്ചായത്ത്,G041106,Member,CPI(M),General
16,Panayil,Alappuzha ,Q20581232,Palamel Grama Panchayat,പാലമേല്‍ ഗ്രാമ പഞ്ചായത്ത്,G041106,Member,INC,General
17,Factory,Alappuzha ,Q20581232,Palamel Grama Panchayat,പാലമേല്‍ ഗ്രാമ പഞ്ചായത്ത്,G041106,Member,CPI(M),General
18,Erumakkuzhy,Alappuzha ,Q20581232,Palamel Grama Panchayat,പാലമേല്‍ ഗ്രാമ പഞ്ചായത്ത്,G041106,Member,CPI(M),Woman
19,Nooranadu Town,Alappuzha ,Q20581232,Palamel Grama Panchayat,പാലമേല്‍ ഗ്രാമ പഞ്ചായത്ത്,G041106,Member,INC,SC Woman
1,Ramapuram Vadakku,Alappuzha ,Q20580773,Pathiyoor Grama Panchayat,പത്തിയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041201,Member,INC,Woman
2,Evoor Thekku,Alappuzha ,Q20580773,Pathiyoor Grama Panchayat,പത്തിയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041201,Member,INC,Woman
3,S R K V L P S Ward,Alappuzha ,Q20580773,Pathiyoor Grama Panchayat,പത്തിയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041201,Vice President,CPI(M),Woman
4,Pathiyoorkala,Alappuzha ,Q20580773,Pathiyoor Grama Panchayat,പത്തിയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041201,Member,INC,General
5,Pathiyoor Kshethram,Alappuzha ,Q20580773,Pathiyoor Grama Panchayat,പത്തിയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041201,Member,INDEPENDENT,Woman
6,P H C Ward,Alappuzha ,Q20580773,Pathiyoor Grama Panchayat,പത്തിയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041201,Member,CPI(M),Woman
7,Arattukulangara,Alappuzha ,Q20580773,Pathiyoor Grama Panchayat,പത്തിയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041201,Member,CPI,SC
8,Pathiyoorthottam,Alappuzha ,Q20580773,Pathiyoor Grama Panchayat,പത്തിയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041201,President,CPI(M),General
9,Bhagavathippady,Alappuzha ,Q20580773,Pathiyoor Grama Panchayat,പത്തിയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041201,Member,INC,Woman
10,Eruva Kizhakku,Alappuzha ,Q20580773,Pathiyoor Grama Panchayat,പത്തിയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041201,Member,CPI(M),General
11,Kuttikulangara,Alappuzha ,Q20580773,Pathiyoor Grama Panchayat,പത്തിയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041201,Member,INC,General
12,Eruva,Alappuzha ,Q20580773,Pathiyoor Grama Panchayat,പത്തിയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041201,Member,CPI(M),Woman
13,Pathiyoor Padinjaru,Alappuzha ,Q20580773,Pathiyoor Grama Panchayat,പത്തിയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041201,Member,INC,General
14,Spinning Mill,Alappuzha ,Q20580773,Pathiyoor Grama Panchayat,പത്തിയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041201,Member,CPI,General
15,Veruvally Bhagam,Alappuzha ,Q20580773,Pathiyoor Grama Panchayat,പത്തിയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041201,Member,CPI(M),SC Woman
16,Malamelbhagam,Alappuzha ,Q20580773,Pathiyoor Grama Panchayat,പത്തിയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041201,Member,CPI(M),General
17,Karuvattumkuzhy,Alappuzha ,Q20580773,Pathiyoor Grama Panchayat,പത്തിയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041201,Member,CPI(M),General
18,Kalarikkal,Alappuzha ,Q20580773,Pathiyoor Grama Panchayat,പത്തിയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041201,Member,CPI(M),Woman
19,Ramapuram Thekku,Alappuzha ,Q20580773,Pathiyoor Grama Panchayat,പത്തിയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041201,Member,CPI(M),Woman
1,Vadakkan Koickal,Alappuzha ,Q16137154,Kandalloor Grama Panchayat,കണ്ടല്ലൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041202,Member,CPI(M),General
2,Kopparethu H.S,Alappuzha ,Q16137154,Kandalloor Grama Panchayat,കണ്ടല്ലൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041202,Member,INC,Woman
3,Puthiavila North,Alappuzha ,Q16137154,Kandalloor Grama Panchayat,കണ്ടല്ലൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041202,Member,INC,General
4,Mankulam,Alappuzha ,Q16137154,Kandalloor Grama Panchayat,കണ്ടല്ലൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041202,Member,JD(U),Woman
5,Puthiyavila,Alappuzha ,Q16137154,Kandalloor Grama Panchayat,കണ്ടല്ലൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041202,Member,INC,SC
6,Puthiyavila South,Alappuzha ,Q16137154,Kandalloor Grama Panchayat,കണ്ടല്ലൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041202,Member,INC,Woman
7,Pullukulangara North,Alappuzha ,Q16137154,Kandalloor Grama Panchayat,കണ്ടല്ലൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041202,Member,INC,Woman
8,Pullukulangara,Alappuzha ,Q16137154,Kandalloor Grama Panchayat,കണ്ടല്ലൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041202,Member,INC,Woman
9,Pipe Junction,Alappuzha ,Q16137154,Kandalloor Grama Panchayat,കണ്ടല്ലൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041202,President,CPI(M),General
10,Madampil,Alappuzha ,Q16137154,Kandalloor Grama Panchayat,കണ്ടല്ലൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041202,Member,CPI(M),General
11,Kala Ward,Alappuzha ,Q16137154,Kandalloor Grama Panchayat,കണ്ടല്ലൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041202,Member,CPI(M),Woman
12,Kalarikkal,Alappuzha ,Q16137154,Kandalloor Grama Panchayat,കണ്ടല്ലൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041202,Vice President,CPI,Woman
13,Health Centre,Alappuzha ,Q16137154,Kandalloor Grama Panchayat,കണ്ടല്ലൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041202,Member,CPI(M),Woman
14,Varambathu,Alappuzha ,Q16137154,Kandalloor Grama Panchayat,കണ്ടല്ലൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041202,Member,CPI(M),General
15,Ambalathunada,Alappuzha ,Q16137154,Kandalloor Grama Panchayat,കണ്ടല്ലൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,G041202,Member,CPI(M),General
1,Nangiarkulangara,Alappuzha ,Q13112065,Cheppad Grama Panchayat,ചേപ്പാട് ഗ്രാമ പഞ്ചായത്ത്,G041203,Member,INC,General
2,Muttom,Alappuzha ,Q13112065,Cheppad Grama Panchayat,ചേപ്പാട് ഗ്രാമ പഞ്ചായത്ത്,G041203,Member,INC,Woman
3,Valiyakuzhi,Alappuzha ,Q13112065,Cheppad Grama Panchayat,ചേപ്പാട് ഗ്രാമ പഞ്ചായത്ത്,G041203,Member,NCP,General
4,Mukkadu,Alappuzha ,Q13112065,Cheppad Grama Panchayat,ചേപ്പാട് ഗ്രാമ പഞ്ചായത്ത്,G041203,Member,INC,Woman
5,Choondupalaka,Alappuzha ,Q13112065,Cheppad Grama Panchayat,ചേപ്പാട് ഗ്രാമ പഞ്ചായത്ത്,G041203,Member,JD(S),SC
6,Parimanam,Alappuzha ,Q13112065,Cheppad Grama Panchayat,ചേപ്പാട് ഗ്രാമ പഞ്ചായത്ത്,G041203,Member,INC,Woman
7,Kanichanalloor,Alappuzha ,Q13112065,Cheppad Grama Panchayat,ചേപ്പാട് ഗ്രാമ പഞ്ചായത്ത്,G041203,Member,CPI,Woman
8,Malamelkkodu,Alappuzha ,Q13112065,Cheppad Grama Panchayat,ചേപ്പാട് ഗ്രാമ പഞ്ചായത്ത്,G041203,President,INC,SC Woman
9,Evoor North,Alappuzha ,Q13112065,Cheppad Grama Panchayat,ചേപ്പാട് ഗ്രാമ പഞ്ചായത്ത്,G041203,Member,INC,General
10,Evoor North West,Alappuzha ,Q13112065,Cheppad Grama Panchayat,ചേപ്പാട് ഗ്രാമ പഞ്ചായത്ത്,G041203,Member,CPI(M),General
11,Kottamkoyickal,Alappuzha ,Q13112065,Cheppad Grama Panchayat,ചേപ്പാട് ഗ്രാമ പഞ്ചായത്ത്,G041203,Member,CPI,Woman
12,Mabrayalummoodu,Alappuzha ,Q13112065,Cheppad Grama Panchayat,ചേപ്പാട് ഗ്രാമ പഞ്ചായത്ത്,G041203,Member,CPI(M),General
13,Cheppad,Alappuzha ,Q13112065,Cheppad Grama Panchayat,ചേപ്പാട് ഗ്രാമ പഞ്ചായത്ത്,G041203,Vice President,CPI(M),General
14,Kanjoor Kottackakam,Alappuzha ,Q13112065,Cheppad Grama Panchayat,ചേപ്പാട് ഗ്രാമ പഞ്ചായത്ത്,G041203,Member,INC,Woman
1,Choolatheruvu,Alappuzha ,Q16137101,Muthukulam Grama Panchayat,മുതുകുളം ഗ്രാമ പഞ്ചായത്ത്,G041204,Member,INC,Woman
2,Vettikulangara,Alappuzha ,Q16137101,Muthukulam Grama Panchayat,മുതുകുളം ഗ്രാമ പഞ്ചായത്ത്,G041204,Member,INC,Woman
3,Muringachira,Alappuzha ,Q16137101,Muthukulam Grama Panchayat,മുതുകുളം ഗ്രാമ പഞ്ചായത്ത്,G041204,Member,CPI(M),General
4,Highschool,Alappuzha ,Q16137101,Muthukulam Grama Panchayat,മുതുകുളം ഗ്രാമ പഞ്ചായത്ത്,G041204,Member,INDEPENDENT,General
5,Karunamuttam,Alappuzha ,Q16137101,Muthukulam Grama Panchayat,മുതുകുളം ഗ്രാമ പഞ്ചായത്ത്,G041204,Member,BJP,General
6,Mamood,Alappuzha ,Q16137101,Muthukulam Grama Panchayat,മുതുകുളം ഗ്രാമ പഞ്ചായത്ത്,G041204,Member,INC,SC
7,Elangam,Alappuzha ,Q16137101,Muthukulam Grama Panchayat,മുതുകുളം ഗ്രാമ പഞ്ചായത്ത്,G041204,President,INC,General
8,Mayikkal,Alappuzha ,Q16137101,Muthukulam Grama Panchayat,മുതുകുളം ഗ്രാമ പഞ്ചായത്ത്,G041204,Member,INC,General
9,Varanapally,Alappuzha ,Q16137101,Muthukulam Grama Panchayat,മുതുകുളം ഗ്രാമ പഞ്ചായത്ത്,G041204,Member,CPI(M),General
10,Pandavarkavu,Alappuzha ,Q16137101,Muthukulam Grama Panchayat,മുതുകുളം ഗ്രാമ പഞ്ചായത്ത്,G041204,Member,INDEPENDENT,General
11,Erayil,Alappuzha ,Q16137101,Muthukulam Grama Panchayat,മുതുകുളം ഗ്രാമ പഞ്ചായത്ത്,G041204,Member,INDEPENDENT,General
12,Kurumpakara,Alappuzha ,Q16137101,Muthukulam Grama Panchayat,മുതുകുളം ഗ്രാമ പഞ്ചായത്ത്,G041204,Member,CPI(M),General
13,Gopankulangara,Alappuzha ,Q16137101,Muthukulam Grama Panchayat,മുതുകുളം ഗ്രാമ പഞ്ചായത്ത്,G041204,Vice President,INC,Woman
14,Homeo,Alappuzha ,Q16137101,Muthukulam Grama Panchayat,മുതുകുളം ഗ്രാമ പഞ്ചായത്ത്,G041204,Member,INC,General
15,Kollakal,Alappuzha ,Q16137101,Muthukulam Grama Panchayat,മുതുകുളം ഗ്രാമ പഞ്ചായത്ത്,G041204,Member,INC,General
1,Mangalam,Alappuzha ,Q4784452,Arattupuzha Grama Panchayat,ആറാട്ടുപുഴ ഗ്രാമ പഞ്ചായത്ത്,G041205,Member,CPI(M),General
2,N T P C,Alappuzha ,Q4784452,Arattupuzha Grama Panchayat,ആറാട്ടുപുഴ ഗ്രാമ പഞ്ചായത്ത്,G041205,Member,INC,General
3,Kanakakunnu,Alappuzha ,Q4784452,Arattupuzha Grama Panchayat,ആറാട്ടുപുഴ ഗ്രാമ പഞ്ചായത്ത്,G041205,Member,INC,Woman
4,Pattoli Market,Alappuzha ,Q4784452,Arattupuzha Grama Panchayat,ആറാട്ടുപുഴ ഗ്രാമ പഞ്ചായത്ത്,G041205,Member,INC,Woman
5,Kochiyude Jetty,Alappuzha ,Q4784452,Arattupuzha Grama Panchayat,ആറാട്ടുപുഴ ഗ്രാമ പഞ്ചായത്ത്,G041205,President,INC,Woman
6,Valiyazheekal,Alappuzha ,Q4784452,Arattupuzha Grama Panchayat,ആറാട്ടുപുഴ ഗ്രാമ പഞ്ചായത്ത്,G041205,Member,CPI(M),SC
7,Tharayil Kadavu,Alappuzha ,Q4784452,Arattupuzha Grama Panchayat,ആറാട്ടുപുഴ ഗ്രാമ പഞ്ചായത്ത്,G041205,Member,INC,Woman
8,Perumpally,Alappuzha ,Q4784452,Arattupuzha Grama Panchayat,ആറാട്ടുപുഴ ഗ്രാമ പഞ്ചായത്ത്,G041205,Member,INC,Woman
9,Perumpally North,Alappuzha ,Q4784452,Arattupuzha Grama Panchayat,ആറാട്ടുപുഴ ഗ്രാമ പഞ്ചായത്ത്,G041205,Member,INC,General
10,Ramanchery,Alappuzha ,Q4784452,Arattupuzha Grama Panchayat,ആറാട്ടുപുഴ ഗ്രാമ പഞ്ചായത്ത്,G041205,Member,INC,General
11,Vattachal,Alappuzha ,Q4784452,Arattupuzha Grama Panchayat,ആറാട്ടുപുഴ ഗ്രാമ പഞ്ചായത്ത്,G041205,Member,INC,General
12,Nallanikkal,Alappuzha ,Q4784452,Arattupuzha Grama Panchayat,ആറാട്ടുപുഴ ഗ്രാമ പഞ്ചായത്ത്,G041205,Member,INC,Woman
13,Kallickad,Alappuzha ,Q4784452,Arattupuzha Grama Panchayat,ആറാട്ടുപുഴ ഗ്രാമ പഞ്ചായത്ത്,G041205,Member,BJP,General
14,A K G Nagar,Alappuzha ,Q4784452,Arattupuzha Grama Panchayat,ആറാട്ടുപുഴ ഗ്രാമ പഞ്ചായത്ത്,G041205,Member,INC,Woman
15,Arattupuzha Phc Ward,Alappuzha ,Q4784452,Arattupuzha Grama Panchayat,ആറാട്ടുപുഴ ഗ്രാമ പഞ്ചായത്ത്,G041205,Member,INC,General
16,Arattupuzha Mes Ward,Alappuzha ,Q4784452,Arattupuzha Grama Panchayat,ആറാട്ടുപുഴ ഗ്രാമ പഞ്ചായത്ത്,G041205,Member,INC,Woman
17,Arattupuzha,Alappuzha ,Q4784452,Arattupuzha Grama Panchayat,ആറാട്ടുപുഴ ഗ്രാമ പഞ്ചായത്ത്,G041205,Vice President,INC,General
18,S N Mandiram,Alappuzha ,Q4784452,Arattupuzha Grama Panchayat,ആറാട്ടുപുഴ ഗ്രാമ പഞ്ചായത്ത്,G041205,Member,CPI,Woman
1,Desathinakam,Alappuzha ,Q16137140,Krishnapuram Grama Panchayat,കൃഷ്ണപുരം ഗ്രാമ പഞ്ചായത്ത്,G041206,Member,CPI(M),Woman
2,Pullikkanakku North,Alappuzha ,Q16137140,Krishnapuram Grama Panchayat,കൃഷ്ണപുരം ഗ്രാമ പഞ്ചായത്ത്,G041206,Vice President,CPI(M),General
3,Pullikkanakku,Alappuzha ,Q16137140,Krishnapuram Grama Panchayat,കൃഷ്ണപുരം ഗ്രാമ പഞ്ചായത്ത്,G041206,Member,CPI(M),General
4,Pullikkanakku South,Alappuzha ,Q16137140,Krishnapuram Grama Panchayat,കൃഷ്ണപുരം ഗ്രാമ പഞ്ചായത്ത്,G041206,Member,CPI,Woman
5,Panayannarkavu,Alappuzha ,Q16137140,Krishnapuram Grama Panchayat,കൃഷ്ണപുരം ഗ്രാമ പഞ്ചായത്ത്,G041206,Member,INC,Woman
6,Kappil Kuttippuram North,Alappuzha ,Q16137140,Krishnapuram Grama Panchayat,കൃഷ്ണപുരം ഗ്രാമ പഞ്ചായത്ത്,G041206,Member,INC,Woman
